image_id,object_names,object_ids
127,"['umbrella', 'person', 'car']","[25, 0, 2]"
128,['person'],[0]
129,"['umbrella', 'car']","[25, 2]"
131,"['bench', 'person']","[13, 0]"
132,"['umbrella', 'car']","[25, 2]"
134,['zebra'],[22]
135,"['umbrella', 'person']","[25, 0]"
136,"['bench', 'person']","[13, 0]"
137,"['bicycle', 'car', 'person']","[1, 2, 0]"
138,"['person', 'car']","[0, 2]"
142,"['bench', 'person']","[13, 0]"
143,"['person', 'car']","[0, 2]"
144,['boat'],[8]
145,['car'],[2]
147,['car'],[2]
148,['person'],[0]
149,"['parking meter', 'car']","[12, 2]"
150,['person'],[0]
151,"['spoon', 'bowl']","[44, 45]"
152,"['chair', 'bottle', 'tie', 'person']","[56, 39, 27, 0]"
153,"['chair', 'bottle', 'cup', 'toaster']","[56, 39, 41, 70]"
154,['toaster'],[70]
155,"['toaster', 'cup', 'apple']","[70, 41, 47]"
156,['chair'],[56]
161,"['person', 'truck']","[0, 7]"
162,['bowl'],[45]
164,['person'],[0]
166,['car'],[2]
167,['chair'],[56]
168,['umbrella'],[25]
169,['donut'],[54]
170,['bottle'],[39]
171,['car'],[2]
172,['chair'],[56]
173,"['chair', 'person']","[56, 0]"
174,"['bed', 'tv']","[59, 62]"
175,['bus'],[5]
176,['umbrella'],[25]
177,['chair'],[56]
178,"['bench', 'vase']","[13, 75]"
180,['chair'],[56]
181,['chair'],[56]
182,['microwave'],[68]
183,"['chair', 'oven']","[56, 69]"
184,"['chair', 'couch', 'vase']","[56, 57, 75]"
185,['chair'],[56]
186,['bowl'],[45]
187,['bowl'],[45]
190,['bench'],[13]
192,"['person', 'car']","[0, 2]"
193,['chair'],[56]
195,"['cake', 'couch', 'knife']","[55, 57, 43]"
198,"['bench', 'car']","[13, 2]"
199,"['sandwich', 'spoon', 'cup', 'fork', 'bowl', 'knife']","[48, 44, 41, 42, 45, 43]"
200,"['umbrella', 'chair', 'cup']","[25, 56, 41]"
201,['car'],[2]
202,['boat'],[8]
203,"['person', 'motorcycle', 'car']","[0, 3, 2]"
205,['car'],[2]
206,['person'],[0]
207,"['chair', 'couch']","[56, 57]"
208,['person'],[0]
209,['toilet'],[61]
210,"['person', 'bicycle']","[0, 1]"
212,"['chair', 'tv']","[56, 62]"
213,['bottle'],[39]
215,['person'],[0]
217,"['car', 'truck', 'bus']","[2, 7, 5]"
220,['chair'],[56]
222,['car'],[2]
223,"['chair', 'vase']","[56, 75]"
224,['car'],[2]
225,"['handbag', 'car', 'person', 'truck', 'bus']","[26, 2, 0, 7, 5]"
226,['bench'],[13]
228,"['chair', 'vase']","[56, 75]"
229,"['person', 'car']","[0, 2]"
230,"['bottle', 'vase', 'fork', 'bowl', 'orange']","[39, 75, 42, 45, 49]"
231,['car'],[2]
232,"['chair', 'tv']","[56, 62]"
233,"['clock', 'bowl']","[74, 45]"
235,['tie'],[27]
236,['car'],[2]
237,"['fork', 'person']","[42, 0]"
238,"['spoon', 'fork', 'bowl', 'wine glass', 'knife']","[44, 42, 45, 40, 43]"
239,['chair'],[56]
240,"['umbrella', 'motorcycle']","[25, 3]"
243,['car'],[2]
244,"['chair', 'bed', 'book']","[56, 59, 73]"
246,['car'],[2]
247,['chair'],[56]
248,"['umbrella', 'person', 'car', 'bus']","[25, 0, 2, 5]"
249,"['couch', 'vase']","[57, 75]"
250,['car'],[2]
253,['car'],[2]
255,"['bench', 'person']","[13, 0]"
256,['chair'],[56]
258,"['chair', 'keyboard']","[56, 66]"
259,['bed'],[59]
261,['car'],[2]
262,"['person', 'car']","[0, 2]"
264,['apple'],[47]
265,['banana'],[46]
267,['bench'],[13]
268,"['chair', 'keyboard', 'mouse', 'laptop']","[56, 66, 64, 63]"
269,['car'],[2]
270,"['car', 'truck']","[2, 7]"
271,"['parking meter', 'car', 'fire hydrant']","[12, 2, 10]"
272,['boat'],[8]
273,"['person', 'car']","[0, 2]"
274,"['backpack', 'chair', 'bird', 'person']","[24, 56, 14, 0]"
275,['boat'],[8]
276,"['stop sign', 'bicycle', 'car']","[11, 1, 2]"
278,['chair'],[56]
279,"['fire hydrant', 'parking meter', 'car']","[10, 12, 2]"
280,"['bicycle', 'car']","[1, 2]"
281,['person'],[0]
282,['car'],[2]
283,['truck'],[7]
284,"['motorcycle', 'car']","[3, 2]"
285,"['chair', 'couch', 'bed', 'tv']","[56, 57, 59, 62]"
286,"['fork', 'wine glass', 'bowl']","[42, 40, 45]"
288,['car'],[2]
289,['chair'],[56]
290,['car'],[2]
293,"['cup', 'toilet', 'sink']","[41, 61, 71]"
294,['car'],[2]
295,"['oven', 'microwave']","[69, 68]"
296,['elephant'],[20]
301,['car'],[2]
302,['car'],[2]
303,"['bicycle', 'car']","[1, 2]"
304,"['clock', 'car']","[74, 2]"
306,['car'],[2]
307,['car'],[2]
308,"['backpack', 'dog', 'person', 'car']","[24, 16, 0, 2]"
309,"['backpack', 'person', 'car']","[24, 0, 2]"
310,"['car', 'truck']","[2, 7]"
311,"['fire hydrant', 'car', 'truck']","[10, 2, 7]"
312,['car'],[2]
313,"['car', 'truck']","[2, 7]"
314,['car'],[2]
316,"['refrigerator', 'car']","[72, 2]"
318,['car'],[2]
319,"['bench', 'bicycle', 'traffic light']","[13, 1, 9]"
320,['car'],[2]
321,"['traffic light', 'car', 'person']","[9, 2, 0]"
323,"['person', 'car']","[0, 2]"
324,['person'],[0]
325,"['person', 'bicycle']","[0, 1]"
326,['person'],[0]
327,"['bicycle', 'car', 'person']","[1, 2, 0]"
328,"['keyboard', 'mouse', 'book']","[66, 64, 73]"
329,"['chair', 'keyboard', 'mouse', 'book']","[56, 66, 64, 73]"
330,"['bottle', 'keyboard', 'mouse']","[39, 66, 64]"
331,"['chair', 'keyboard', 'mouse']","[56, 66, 64]"
332,['keyboard'],[66]
333,"['cup', 'sink', 'bowl']","[41, 71, 45]"
335,"['bottle', 'keyboard', 'mouse', 'book']","[39, 66, 64, 73]"
336,"['chair', 'keyboard', 'mouse', 'book']","[56, 66, 64, 73]"
338,"['backpack', 'person', 'car']","[24, 0, 2]"
339,"['umbrella', 'person']","[25, 0]"
340,"['person', 'motorcycle', 'car']","[0, 3, 2]"
341,"['umbrella', 'tie', 'person', 'traffic light']","[25, 27, 0, 9]"
342,['person'],[0]
343,"['parking meter', 'person', 'car']","[12, 0, 2]"
344,['book'],[73]
345,"['backpack', 'parking meter', 'person', 'car']","[24, 12, 0, 2]"
346,['person'],[0]
347,"['chair', 'tv']","[56, 62]"
348,['chair'],[56]
349,"['chair', 'bowl']","[56, 45]"
352,['cat'],[15]
354,['umbrella'],[25]
356,['car'],[2]
357,['car'],[2]
358,['keyboard'],[66]
359,"['scissors', 'bottle', 'keyboard', 'cup']","[76, 39, 66, 41]"
360,"['chair', 'bottle', 'keyboard']","[56, 39, 66]"
361,['car'],[2]
362,"['stop sign', 'handbag', 'car']","[11, 26, 2]"
364,"['bench', 'person', 'bus']","[13, 0, 5]"
365,['car'],[2]
368,"['stop sign', 'car']","[11, 2]"
369,"['chair', 'keyboard', 'clock', 'book']","[56, 66, 74, 73]"
370,"['chair', 'keyboard', 'cup']","[56, 66, 41]"
371,"['backpack', 'keyboard', 'mouse', 'book']","[24, 66, 64, 73]"
372,"['keyboard', 'mouse']","[66, 64]"
373,"['keyboard', 'mouse']","[66, 64]"
374,"['couch', 'keyboard', 'cup', 'mouse', 'book']","[57, 66, 41, 64, 73]"
375,"['keyboard', 'laptop', 'book']","[66, 63, 73]"
376,"['keyboard', 'cup', 'mouse']","[66, 41, 64]"
377,['chair'],[56]
379,"['bottle', 'microwave']","[39, 68]"
380,"['chair', 'keyboard', 'clock', 'mouse']","[56, 66, 74, 64]"
381,"['keyboard', 'mouse', 'laptop']","[66, 64, 63]"
382,"['bottle', 'keyboard', 'mouse', 'chair', 'laptop']","[39, 66, 64, 56, 63]"
383,['keyboard'],[66]
384,"['chair', 'keyboard', 'cup', 'person']","[56, 66, 41, 0]"
385,['chair'],[56]
386,"['bench', 'chair', 'keyboard', 'laptop']","[13, 56, 66, 63]"
387,"['chair', 'keyboard']","[56, 66]"
388,"['chair', 'keyboard']","[56, 66]"
389,"['chair', 'keyboard', 'book']","[56, 66, 73]"
390,"['keyboard', 'cup', 'mouse', 'book', 'laptop']","[66, 41, 64, 73, 63]"
391,"['cup', 'car', 'bicycle', 'motorcycle', 'parking meter']","[41, 2, 1, 3, 12]"
392,"['keyboard', 'vase', 'mouse', 'laptop']","[66, 75, 64, 63]"
393,"['couch', 'elephant']","[57, 20]"
394,['chair'],[56]
395,['car'],[2]
396,"['toilet', 'bowl']","[61, 45]"
397,"['person', 'motorcycle']","[0, 3]"
399,['chair'],[56]
400,"['person', 'clock', 'car']","[0, 74, 2]"
401,['car'],[2]
402,"['traffic light', 'backpack', 'chair', 'umbrella', 'person', 'book']","[9, 24, 56, 25, 0, 73]"
403,['refrigerator'],[72]
405,"['chair', 'keyboard', 'mouse']","[56, 66, 64]"
406,"['chair', 'keyboard']","[56, 66]"
407,"['chair', 'keyboard', 'mouse']","[56, 66, 64]"
408,"['chair', 'keyboard', 'laptop', 'book']","[56, 66, 63, 73]"
409,"['keyboard', 'mouse']","[66, 64]"
410,"['wine glass', 'tie', 'bottle']","[40, 27, 39]"
411,"['bench', 'couch', 'keyboard']","[13, 57, 66]"
412,['teddy bear'],[77]
414,"['couch', 'book']","[57, 73]"
415,"['fork', 'chair']","[42, 56]"
416,['vase'],[75]
417,"['umbrella', 'person', 'vase']","[25, 0, 75]"
418,"['tie', 'tv']","[27, 62]"
420,"['chair', 'cup']","[56, 41]"
421,"['bench', 'traffic light', 'bicycle', 'umbrella', 'person', 'motorcycle']","[13, 9, 1, 25, 0, 3]"
422,"['person', 'motorcycle', 'car']","[0, 3, 2]"
423,"['car', 'truck', 'bus']","[2, 7, 5]"
425,['boat'],[8]
426,['car'],[2]
427,['car'],[2]
428,"['traffic light', 'car', 'person']","[9, 2, 0]"
429,['car'],[2]
430,['person'],[0]
433,"['umbrella', 'car']","[25, 2]"
435,"['person', 'car']","[0, 2]"
436,"['umbrella', 'chair', 'person']","[25, 56, 0]"
438,"['parking meter', 'car']","[12, 2]"
439,['car'],[2]
440,"['umbrella', 'person']","[25, 0]"
441,['chair'],[56]
443,['clock'],[74]
446,"['umbrella', 'person']","[25, 0]"
447,"['umbrella', 'backpack']","[25, 24]"
448,"['person', 'bus']","[0, 5]"
449,"['person', 'bus']","[0, 5]"
450,"['stop sign', 'car']","[11, 2]"
451,"['car', 'truck']","[2, 7]"
452,"['person', 'car']","[0, 2]"
453,"['chair', 'person']","[56, 0]"
455,['car'],[2]
456,"['person', 'truck']","[0, 7]"
457,"['clock', 'car']","[74, 2]"
459,"['car', 'truck']","[2, 7]"
460,"['traffic light', 'cow', 'car', 'person']","[9, 19, 2, 0]"
461,['car'],[2]
462,"['car', 'truck']","[2, 7]"
463,['person'],[0]
464,['car'],[2]
469,['car'],[2]
470,['chair'],[56]
471,['car'],[2]
472,['person'],[0]
473,"['spoon', 'bowl']","[44, 45]"
474,['chair'],[56]
476,['car'],[2]
477,['car'],[2]
478,['bus'],[5]
479,"['fire hydrant', 'bed', 'car', 'truck']","[10, 59, 2, 7]"
481,['person'],[0]
482,['person'],[0]
483,"['backpack', 'bicycle']","[24, 1]"
484,"['chair', 'handbag', 'bicycle']","[56, 26, 1]"
485,['bicycle'],[1]
486,['bicycle'],[1]
487,['person'],[0]
488,['chair'],[56]
490,"['toilet', 'sink']","[61, 71]"
491,"['chair', 'dining table', 'vase']","[56, 60, 75]"
492,"['chair', 'bed']","[56, 59]"
493,"['backpack', 'chair', 'bottle']","[24, 56, 39]"
494,"['remote', 'chair', 'tv']","[65, 56, 62]"
495,['chair'],[56]
496,"['chair', 'bed', 'tv']","[56, 59, 62]"
497,['toilet'],[61]
499,['remote'],[65]
500,['sink'],[71]
501,['couch'],[57]
502,"['bed', 'clock']","[59, 74]"
503,"['bottle', 'cup']","[39, 41]"
504,['bottle'],[39]
505,['cup'],[41]
507,"['chair', 'bed', 'book']","[56, 59, 73]"
508,['sink'],[71]
509,"['chair', 'bed']","[56, 59]"
510,['chair'],[56]
511,"['bed', 'clock']","[59, 74]"
512,"['bed', 'cup', 'backpack', 'chair', 'book']","[59, 41, 24, 56, 73]"
514,['chair'],[56]
515,"['refrigerator', 'chair', 'microwave', 'book']","[72, 56, 68, 73]"
516,"['teddy bear', 'book']","[77, 73]"
517,"['bed', 'clock', 'book']","[59, 74, 73]"
518,['car'],[2]
519,['bed'],[59]
520,"['bed', 'clock']","[59, 74]"
522,"['bed', 'laptop']","[59, 63]"
523,"['toilet', 'sink']","[61, 71]"
524,"['oven', 'microwave']","[69, 68]"
525,"['sink', 'oven', 'microwave']","[71, 69, 68]"
526,['book'],[73]
527,"['vase', 'tv']","[75, 62]"
528,"['chair', 'bed']","[56, 59]"
529,['chair'],[56]
530,['car'],[2]
531,"['chair', 'vase']","[56, 75]"
532,"['bed', 'book']","[59, 73]"
533,"['chair', 'cup', 'book']","[56, 41, 73]"
534,['toilet'],[61]
535,['bowl'],[45]
536,['chair'],[56]
537,"['chair', 'bottle']","[56, 39]"
538,"['chair', 'keyboard']","[56, 66]"
539,['car'],[2]
540,['bed'],[59]
541,['chair'],[56]
542,['couch'],[57]
543,"['bottle', 'sink']","[39, 71]"
544,"['bed', 'clock']","[59, 74]"
545,"['bench', 'chair', 'bed']","[13, 56, 59]"
546,"['chair', 'car']","[56, 2]"
547,"['chair', 'bowl', 'book']","[56, 45, 73]"
548,"['chair', 'bowl']","[56, 45]"
549,"['vase', 'bowl', 'chair', 'apple', 'book']","[75, 45, 56, 47, 73]"
550,"['chair', 'couch', 'vase', 'bowl']","[56, 57, 75, 45]"
551,"['chair', 'couch', 'vase']","[56, 57, 75]"
552,['bear'],[21]
553,['chair'],[56]
555,"['chair', 'bench']","[56, 13]"
556,"['fork', 'chair']","[42, 56]"
557,['chair'],[56]
559,"['chair', 'vase']","[56, 75]"
560,"['couch', 'book', 'bowl', 'horse']","[57, 73, 45, 17]"
561,"['remote', 'dog']","[65, 16]"
562,['refrigerator'],[72]
563,"['cup', 'microwave']","[41, 68]"
564,"['sink', 'oven', 'microwave']","[71, 69, 68]"
565,"['bottle', 'cup', 'vase', 'chair', 'sink']","[39, 41, 75, 56, 71]"
566,"['bottle', 'book']","[39, 73]"
567,"['chair', 'couch', 'vase']","[56, 57, 75]"
568,['chair'],[56]
569,['chair'],[56]
570,"['fork', 'chair', 'person', 'cup']","[42, 56, 0, 41]"
571,"['bottle', 'clock']","[39, 74]"
572,"['couch', 'clock', 'laptop']","[57, 74, 63]"
574,"['chair', 'keyboard']","[56, 66]"
575,"['chair', 'bottle', 'mouse', 'book']","[56, 39, 64, 73]"
576,"['person', 'boat']","[0, 8]"
578,"['bottle', 'vase', 'bowl', 'chair', 'wine glass']","[39, 75, 45, 56, 40]"
579,"['car', 'bus']","[2, 5]"
580,"['person', 'car']","[0, 2]"
581,['car'],[2]
582,['car'],[2]
583,"['car', 'truck']","[2, 7]"
584,['elephant'],[20]
585,['car'],[2]
586,"['traffic light', 'person', 'bus']","[9, 0, 5]"
587,"['person', 'car']","[0, 2]"
588,"['dog', 'person', 'car', 'bus']","[16, 0, 2, 5]"
589,"['person', 'clock', 'car']","[0, 74, 2]"
590,"['person', 'fire hydrant']","[0, 10]"
591,"['backpack', 'tie', 'person', 'truck', 'bus']","[24, 27, 0, 7, 5]"
592,['person'],[0]
593,"['handbag', 'traffic light', 'car', 'bus']","[26, 9, 2, 5]"
594,['bus'],[5]
595,"['umbrella', 'person']","[25, 0]"
596,"['umbrella', 'person']","[25, 0]"
597,['car'],[2]
600,['person'],[0]
601,"['car', 'bus']","[2, 5]"
603,['truck'],[7]
604,"['fire hydrant', 'person', 'car']","[10, 0, 2]"
605,"['traffic light', 'person']","[9, 0]"
606,"['person', 'car']","[0, 2]"
608,"['person', 'car']","[0, 2]"
609,['person'],[0]
610,"['clock', 'handbag', 'car', 'backpack', 'person', 'bus']","[74, 26, 2, 24, 0, 5]"
611,"['person', 'bus', 'car', 'horse']","[0, 5, 2, 17]"
612,"['person', 'car', 'bus']","[0, 2, 5]"
613,"['person', 'horse']","[0, 17]"
615,['umbrella'],[25]
617,"['umbrella', 'person']","[25, 0]"
618,"['person', 'car']","[0, 2]"
619,"['dog', 'person', 'clock', 'car']","[16, 0, 74, 2]"
620,['car'],[2]
621,['car'],[2]
622,['person'],[0]
623,['person'],[0]
624,"['person', 'car']","[0, 2]"
625,['car'],[2]
626,"['umbrella', 'backpack', 'car']","[25, 24, 2]"
627,['car'],[2]
628,['chair'],[56]
629,['car'],[2]
630,"['umbrella', 'backpack', 'car']","[25, 24, 2]"
631,"['umbrella', 'person', 'bus']","[25, 0, 5]"
633,"['backpack', 'traffic light', 'car', 'person']","[24, 9, 2, 0]"
634,['person'],[0]
635,"['backpack', 'person']","[24, 0]"
636,"['person', 'car']","[0, 2]"
637,['backpack'],[24]
638,['traffic light'],[9]
639,"['backpack', 'person']","[24, 0]"
640,['person'],[0]
641,"['chair', 'bottle', 'keyboard', 'mouse']","[56, 39, 66, 64]"
642,['airplane'],[4]
643,"['airplane', 'truck']","[4, 7]"
644,['airplane'],[4]
646,['car'],[2]
647,['car'],[2]
650,"['backpack', 'person']","[24, 0]"
657,['person'],[0]
662,['person'],[0]
664,"['cake', 'bottle', 'person', 'cup']","[55, 39, 0, 41]"
667,['backpack'],[24]
668,['person'],[0]
669,['boat'],[8]
670,['bird'],[14]
671,"['bird', 'person']","[14, 0]"
673,['umbrella'],[25]
674,"['umbrella', 'bench']","[25, 13]"
676,['chair'],[56]
677,"['car', 'truck']","[2, 7]"
679,['car'],[2]
680,['bird'],[14]
681,['bird'],[14]
683,['bird'],[14]
684,"['person', 'boat']","[0, 8]"
687,['giraffe'],[23]
688,['zebra'],[22]
692,['car'],[2]
698,"['umbrella', 'chair', 'car']","[25, 56, 2]"
700,"['person', 'car']","[0, 2]"
701,['person'],[0]
705,['boat'],[8]
706,['boat'],[8]
707,"['bus', 'boat']","[5, 8]"
708,['boat'],[8]
709,['boat'],[8]
711,['motorcycle'],[3]
712,['car'],[2]
713,['car'],[2]
714,['car'],[2]
715,['boat'],[8]
721,"['traffic light', 'car', 'person']","[9, 2, 0]"
722,['dog'],[16]
723,"['dog', 'motorcycle', 'car', 'bus']","[16, 3, 2, 5]"
724,"['umbrella', 'chair', 'handbag']","[25, 56, 26]"
725,['car'],[2]
726,['car'],[2]
729,"['person', 'boat']","[0, 8]"
730,['bus'],[5]
731,['person'],[0]
733,['person'],[0]
734,['person'],[0]
736,"['bicycle', 'person']","[1, 0]"
737,"['car', 'truck']","[2, 7]"
738,['bird'],[14]
739,['car'],[2]
740,"['bird', 'person']","[14, 0]"
741,"['chair', 'car']","[56, 2]"
743,"['person', 'skis', 'car']","[0, 30, 2]"
744,['skis'],[30]
746,['truck'],[7]
749,['car'],[2]
751,['fork'],[42]
752,['person'],[0]
754,"['umbrella', 'bench']","[25, 13]"
755,['person'],[0]
760,['person'],[0]
761,['car'],[2]
762,['car'],[2]
763,['car'],[2]
764,"['bicycle', 'truck', 'person']","[1, 7, 0]"
765,"['person', 'car']","[0, 2]"
766,['car'],[2]
767,"['backpack', 'pizza', 'person', 'car']","[24, 53, 0, 2]"
768,"['backpack', 'car']","[24, 2]"
770,"['person', 'car', 'truck']","[0, 2, 7]"
771,"['person', 'car']","[0, 2]"
772,"['person', 'car']","[0, 2]"
773,['car'],[2]
775,"['clock', 'car']","[74, 2]"
778,"['fire hydrant', 'person', 'car', 'truck']","[10, 0, 2, 7]"
779,"['clock', 'car']","[74, 2]"
780,"['person', 'car']","[0, 2]"
781,['person'],[0]
782,['car'],[2]
784,['car'],[2]
787,['car'],[2]
788,['car'],[2]
789,['bench'],[13]
790,['car'],[2]
791,['handbag'],[26]
792,"['car', 'truck']","[2, 7]"
795,['orange'],[49]
798,['chair'],[56]
800,['person'],[0]
801,['car'],[2]
802,"['person', 'car']","[0, 2]"
803,"['person', 'clock', 'motorcycle', 'car']","[0, 74, 3, 2]"
805,['person'],[0]
806,"['car', 'boat']","[2, 8]"
807,['car'],[2]
808,"['person', 'boat']","[0, 8]"
809,"['backpack', 'person']","[24, 0]"
810,['boat'],[8]
811,['boat'],[8]
812,['car'],[2]
813,['boat'],[8]
814,['boat'],[8]
815,['boat'],[8]
816,['car'],[2]
817,['person'],[0]
818,['person'],[0]
819,['car'],[2]
820,['bus'],[5]
821,"['traffic light', 'car', 'person']","[9, 2, 0]"
822,['car'],[2]
823,['car'],[2]
827,['truck'],[7]
828,['car'],[2]
829,"['umbrella', 'pizza', 'car']","[25, 53, 2]"
830,['car'],[2]
831,"['person', 'bus']","[0, 5]"
833,"['car', 'truck']","[2, 7]"
834,['car'],[2]
835,['car'],[2]
836,['bus'],[5]
837,['car'],[2]
838,['car'],[2]
839,"['umbrella', 'car', 'truck']","[25, 2, 7]"
840,"['backpack', 'person']","[24, 0]"
841,['person'],[0]
842,['bench'],[13]
846,"['bench', 'car', 'parking meter']","[13, 2, 12]"
848,"['umbrella', 'bicycle', 'motorcycle', 'car']","[25, 1, 3, 2]"
849,['car'],[2]
850,['car'],[2]
851,"['car', 'truck']","[2, 7]"
852,['chair'],[56]
854,"['spoon', 'bowl']","[44, 45]"
855,"['fork', 'knife']","[42, 43]"
856,"['fork', 'knife']","[42, 43]"
857,['car'],[2]
858,"['car', 'fire hydrant']","[2, 10]"
859,['person'],[0]
861,['person'],[0]
863,['car'],[2]
864,"['bench', 'person', 'car', 'traffic light']","[13, 0, 2, 9]"
865,['person'],[0]
866,['car'],[2]
867,['person'],[0]
868,['car'],[2]
869,['car'],[2]
870,['car'],[2]
