image_id,object_names,object_ids
244,"['chair', 'bed', 'book']","[56, 59, 73]"
247,['chair'],[56]
248,"['umbrella', 'person', 'car', 'bus']","[25, 0, 2, 5]"
250,['car'],[2]
253,['car'],[2]
255,"['bench', 'person']","[13, 0]"
256,['chair'],[56]
258,"['chair', 'keyboard']","[56, 66]"
259,['bed'],[59]
264,['apple'],[47]
265,['banana'],[46]
268,"['chair', 'keyboard', 'mouse', 'laptop']","[56, 66, 64, 63]"
269,['car'],[2]
270,"['car', 'truck']","[2, 7]"
273,"['person', 'car']","[0, 2]"
275,['boat'],[8]
276,"['stop sign', 'bicycle', 'car']","[11, 1, 2]"
278,['chair'],[56]
279,"['fire hydrant', 'parking meter', 'car']","[10, 12, 2]"
281,['person'],[0]
283,['truck'],[7]
285,"['chair', 'couch', 'bed', 'tv']","[56, 57, 59, 62]"
288,['car'],[2]
290,['car'],[2]
293,"['cup', 'toilet', 'sink']","[41, 61, 71]"
294,['car'],[2]
295,"['oven', 'microwave']","[69, 68]"
296,['elephant'],[20]
301,['car'],[2]
302,['car'],[2]
304,"['clock', 'car']","[74, 2]"
308,"['backpack', 'dog', 'person', 'car']","[24, 16, 0, 2]"
309,"['backpack', 'person', 'car']","[24, 0, 2]"
310,"['car', 'truck']","[2, 7]"
311,"['fire hydrant', 'car', 'truck']","[10, 2, 7]"
312,['car'],[2]
313,"['car', 'truck']","[2, 7]"
319,"['bench', 'bicycle', 'traffic light']","[13, 1, 9]"
320,['car'],[2]
323,"['person', 'car']","[0, 2]"
325,"['person', 'bicycle']","[0, 1]"
329,"['chair', 'keyboard', 'mouse', 'book']","[56, 66, 64, 73]"
330,"['bottle', 'keyboard', 'mouse']","[39, 66, 64]"
332,['keyboard'],[66]
336,"['chair', 'keyboard', 'mouse', 'book']","[56, 66, 64, 73]"
338,"['backpack', 'person', 'car']","[24, 0, 2]"
339,"['umbrella', 'person']","[25, 0]"
340,"['person', 'motorcycle', 'car']","[0, 3, 2]"
341,"['umbrella', 'tie', 'person', 'traffic light']","[25, 27, 0, 9]"
342,['person'],[0]
345,"['backpack', 'parking meter', 'person', 'car']","[24, 12, 0, 2]"
346,['person'],[0]
347,"['chair', 'tv']","[56, 62]"
349,"['chair', 'bowl']","[56, 45]"
352,['cat'],[15]
358,['keyboard'],[66]
359,"['scissors', 'bottle', 'keyboard', 'cup']","[76, 39, 66, 41]"
360,"['chair', 'bottle', 'keyboard']","[56, 39, 66]"
361,['car'],[2]
362,"['stop sign', 'handbag', 'car']","[11, 26, 2]"
364,"['bench', 'person', 'bus']","[13, 0, 5]"
371,"['backpack', 'keyboard', 'mouse', 'book']","[24, 66, 64, 73]"
372,"['keyboard', 'mouse']","[66, 64]"
373,"['keyboard', 'mouse']","[66, 64]"
374,"['couch', 'keyboard', 'cup', 'mouse', 'book']","[57, 66, 41, 64, 73]"
375,"['keyboard', 'laptop', 'book']","[66, 63, 73]"
376,"['keyboard', 'cup', 'mouse']","[66, 41, 64]"
377,['chair'],[56]
379,"['bottle', 'microwave']","[39, 68]"
381,"['keyboard', 'mouse', 'laptop']","[66, 64, 63]"
382,"['bottle', 'keyboard', 'mouse', 'chair', 'laptop']","[39, 66, 64, 56, 63]"
383,['keyboard'],[66]
385,['chair'],[56]
386,"['bench', 'chair', 'keyboard', 'laptop']","[13, 56, 66, 63]"
387,"['chair', 'keyboard']","[56, 66]"
388,"['chair', 'keyboard']","[56, 66]"
389,"['chair', 'keyboard', 'book']","[56, 66, 73]"
390,"['keyboard', 'cup', 'mouse', 'book', 'laptop']","[66, 41, 64, 73, 63]"
392,"['keyboard', 'vase', 'mouse', 'laptop']","[66, 75, 64, 63]"
393,"['couch', 'elephant']","[57, 20]"
394,['chair'],[56]
395,['car'],[2]
396,"['toilet', 'bowl']","[61, 45]"
397,"['person', 'motorcycle']","[0, 3]"
399,['chair'],[56]
400,"['person', 'clock', 'car']","[0, 74, 2]"
401,['car'],[2]
403,['refrigerator'],[72]
406,"['chair', 'keyboard']","[56, 66]"
407,"['chair', 'keyboard', 'mouse']","[56, 66, 64]"
408,"['chair', 'keyboard', 'laptop', 'book']","[56, 66, 63, 73]"
410,"['wine glass', 'tie', 'bottle']","[40, 27, 39]"
411,"['bench', 'couch', 'keyboard']","[13, 57, 66]"
414,"['couch', 'book']","[57, 73]"
416,['vase'],[75]
417,"['umbrella', 'person', 'vase']","[25, 0, 75]"
420,"['chair', 'cup']","[56, 41]"
421,"['bench', 'traffic light', 'bicycle', 'umbrella', 'person', 'motorcycle']","[13, 9, 1, 25, 0, 3]"
422,"['person', 'motorcycle', 'car']","[0, 3, 2]"
423,"['car', 'truck', 'bus']","[2, 7, 5]"
425,['boat'],[8]
426,['car'],[2]
428,"['traffic light', 'car', 'person']","[9, 2, 0]"
429,['car'],[2]
430,['person'],[0]
435,"['person', 'car']","[0, 2]"
436,"['umbrella', 'chair', 'person']","[25, 56, 0]"
438,"['parking meter', 'car']","[12, 2]"
441,['chair'],[56]
446,"['umbrella', 'person']","[25, 0]"
448,"['person', 'bus']","[0, 5]"
449,"['person', 'bus']","[0, 5]"
450,"['stop sign', 'car']","[11, 2]"
451,"['car', 'truck']","[2, 7]"
452,"['person', 'car']","[0, 2]"
453,"['chair', 'person']","[56, 0]"
455,['car'],[2]
456,"['person', 'truck']","[0, 7]"
457,"['clock', 'car']","[74, 2]"
461,['car'],[2]
462,"['car', 'truck']","[2, 7]"
463,['person'],[0]
464,['car'],[2]
469,['car'],[2]
474,['chair'],[56]
478,['bus'],[5]
479,"['fire hydrant', 'bed', 'car', 'truck']","[10, 59, 2, 7]"
483,"['backpack', 'bicycle']","[24, 1]"
484,"['chair', 'handbag', 'bicycle']","[56, 26, 1]"
485,['bicycle'],[1]
486,['bicycle'],[1]
487,['person'],[0]
488,['chair'],[56]
490,"['toilet', 'sink']","[61, 71]"
491,"['chair', 'dining table', 'vase']","[56, 60, 75]"
492,"['chair', 'bed']","[56, 59]"
495,['chair'],[56]
496,"['chair', 'bed', 'tv']","[56, 59, 62]"
497,['toilet'],[61]
499,['remote'],[65]
500,['sink'],[71]
501,['couch'],[57]
502,"['bed', 'clock']","[59, 74]"
503,"['bottle', 'cup']","[39, 41]"
505,['cup'],[41]
508,['sink'],[71]
509,"['chair', 'bed']","[56, 59]"
511,"['bed', 'clock']","[59, 74]"
515,"['refrigerator', 'chair', 'microwave', 'book']","[72, 56, 68, 73]"
516,"['teddy bear', 'book']","[77, 73]"
519,['bed'],[59]
520,"['bed', 'clock']","[59, 74]"
524,"['oven', 'microwave']","[69, 68]"
525,"['sink', 'oven', 'microwave']","[71, 69, 68]"
527,"['vase', 'tv']","[75, 62]"
529,['chair'],[56]
530,['car'],[2]
531,"['chair', 'vase']","[56, 75]"
533,"['chair', 'cup', 'book']","[56, 41, 73]"
534,['toilet'],[61]
535,['bowl'],[45]
536,['chair'],[56]
537,"['chair', 'bottle']","[56, 39]"
538,"['chair', 'keyboard']","[56, 66]"
539,['car'],[2]
540,['bed'],[59]
541,['chair'],[56]
542,['couch'],[57]
545,"['bench', 'chair', 'bed']","[13, 56, 59]"
547,"['chair', 'bowl', 'book']","[56, 45, 73]"
548,"['chair', 'bowl']","[56, 45]"
550,"['chair', 'couch', 'vase', 'bowl']","[56, 57, 75, 45]"
552,['bear'],[21]
553,['chair'],[56]
555,"['chair', 'bench']","[56, 13]"
556,"['fork', 'chair']","[42, 56]"
557,['chair'],[56]
559,"['chair', 'vase']","[56, 75]"
561,"['remote', 'dog']","[65, 16]"
562,['refrigerator'],[72]
563,"['cup', 'microwave']","[41, 68]"
564,"['sink', 'oven', 'microwave']","[71, 69, 68]"
565,"['bottle', 'cup', 'vase', 'chair', 'sink']","[39, 41, 75, 56, 71]"
567,"['chair', 'couch', 'vase']","[56, 57, 75]"
569,['chair'],[56]
572,"['couch', 'clock', 'laptop']","[57, 74, 63]"
575,"['chair', 'bottle', 'mouse', 'book']","[56, 39, 64, 73]"
578,"['bottle', 'vase', 'bowl', 'chair', 'wine glass']","[39, 75, 45, 56, 40]"
579,"['car', 'bus']","[2, 5]"
583,"['car', 'truck']","[2, 7]"
585,['car'],[2]
586,"['traffic light', 'person', 'bus']","[9, 0, 5]"
588,"['dog', 'person', 'car', 'bus']","[16, 0, 2, 5]"
590,"['person', 'fire hydrant']","[0, 10]"
591,"['backpack', 'tie', 'person', 'truck', 'bus']","[24, 27, 0, 7, 5]"
592,['person'],[0]
593,"['handbag', 'traffic light', 'car', 'bus']","[26, 9, 2, 5]"
595,"['umbrella', 'person']","[25, 0]"
596,"['umbrella', 'person']","[25, 0]"
597,['car'],[2]
600,['person'],[0]
605,"['traffic light', 'person']","[9, 0]"
606,"['person', 'car']","[0, 2]"
609,['person'],[0]
610,"['clock', 'handbag', 'car', 'backpack', 'person', 'bus']","[74, 26, 2, 24, 0, 5]"
613,"['person', 'horse']","[0, 17]"
615,['umbrella'],[25]
620,['car'],[2]
621,['car'],[2]
622,['person'],[0]
623,['person'],[0]
625,['car'],[2]
626,"['umbrella', 'backpack', 'car']","[25, 24, 2]"
627,['car'],[2]
629,['car'],[2]
630,"['umbrella', 'backpack', 'car']","[25, 24, 2]"
631,"['umbrella', 'person', 'bus']","[25, 0, 5]"
634,['person'],[0]
635,"['backpack', 'person']","[24, 0]"
636,"['person', 'car']","[0, 2]"
637,['backpack'],[24]
638,['traffic light'],[9]
639,"['backpack', 'person']","[24, 0]"
640,['person'],[0]
641,"['chair', 'bottle', 'keyboard', 'mouse']","[56, 39, 66, 64]"
643,"['airplane', 'truck']","[4, 7]"
644,['airplane'],[4]
647,['car'],[2]
657,['person'],[0]
662,['person'],[0]
664,"['cake', 'bottle', 'person', 'cup']","[55, 39, 0, 41]"
668,['person'],[0]
669,['boat'],[8]
670,['bird'],[14]
671,"['bird', 'person']","[14, 0]"
673,['umbrella'],[25]
674,"['umbrella', 'bench']","[25, 13]"
676,['chair'],[56]
677,"['car', 'truck']","[2, 7]"
680,['bird'],[14]
684,"['person', 'boat']","[0, 8]"
692,['car'],[2]
700,"['person', 'car']","[0, 2]"
705,['boat'],[8]
706,['boat'],[8]
708,['boat'],[8]
712,['car'],[2]
713,['car'],[2]
714,['car'],[2]
715,['boat'],[8]
721,"['traffic light', 'car', 'person']","[9, 2, 0]"
722,['dog'],[16]
731,['person'],[0]
734,['person'],[0]
736,"['bicycle', 'person']","[1, 0]"
739,['car'],[2]
740,"['bird', 'person']","[14, 0]"
741,"['chair', 'car']","[56, 2]"
744,['skis'],[30]
746,['truck'],[7]
749,['car'],[2]
751,['fork'],[42]
752,['person'],[0]
755,['person'],[0]
761,['car'],[2]
762,['car'],[2]
763,['car'],[2]
766,['car'],[2]
767,"['backpack', 'pizza', 'person', 'car']","[24, 53, 0, 2]"
768,"['backpack', 'car']","[24, 2]"
770,"['person', 'car', 'truck']","[0, 2, 7]"
771,"['person', 'car']","[0, 2]"
772,"['person', 'car']","[0, 2]"
773,['car'],[2]
775,"['clock', 'car']","[74, 2]"
778,"['fire hydrant', 'person', 'car', 'truck']","[10, 0, 2, 7]"
779,"['clock', 'car']","[74, 2]"
780,"['person', 'car']","[0, 2]"
782,['car'],[2]
784,['car'],[2]
787,['car'],[2]
789,['bench'],[13]
791,['handbag'],[26]
792,"['car', 'truck']","[2, 7]"
795,['orange'],[49]
801,['car'],[2]
802,"['person', 'car']","[0, 2]"
803,"['person', 'clock', 'motorcycle', 'car']","[0, 74, 3, 2]"
805,['person'],[0]
806,"['car', 'boat']","[2, 8]"
807,['car'],[2]
808,"['person', 'boat']","[0, 8]"
810,['boat'],[8]
812,['car'],[2]
813,['boat'],[8]
815,['boat'],[8]
817,['person'],[0]
818,['person'],[0]
821,"['traffic light', 'car', 'person']","[9, 2, 0]"
822,['car'],[2]
823,['car'],[2]
828,['car'],[2]
829,"['umbrella', 'pizza', 'car']","[25, 53, 2]"
830,['car'],[2]
831,"['person', 'bus']","[0, 5]"
834,['car'],[2]
835,['car'],[2]
836,['bus'],[5]
837,['car'],[2]
838,['car'],[2]
840,"['backpack', 'person']","[24, 0]"
841,['person'],[0]
842,['bench'],[13]
846,"['bench', 'car', 'parking meter']","[13, 2, 12]"
850,['car'],[2]
854,"['spoon', 'bowl']","[44, 45]"
855,"['fork', 'knife']","[42, 43]"
857,['car'],[2]
863,['car'],[2]
864,"['bench', 'person', 'car', 'traffic light']","[13, 0, 2, 9]"
866,['car'],[2]
867,['person'],[0]
869,['car'],[2]
871,"['person', 'car']","[0, 2]"
873,['car'],[2]
875,"['person', 'car']","[0, 2]"
879,['bicycle'],[1]
880,['person'],[0]
882,['chair'],[56]
884,"['chair', 'spoon', 'bowl']","[56, 44, 45]"
887,['car'],[2]
889,['truck'],[7]
891,['bird'],[14]
892,['airplane'],[4]
894,"['person', 'boat']","[0, 8]"
895,"['backpack', 'chair', 'keyboard', 'book']","[24, 56, 66, 73]"
903,"['bench', 'person']","[13, 0]"
904,"['person', 'truck']","[0, 7]"
905,['toaster'],[70]
906,"['person', 'tv']","[0, 62]"
908,"['surfboard', 'person']","[37, 0]"
910,"['spoon', 'bowl']","[44, 45]"
911,"['dog', 'bicycle']","[16, 1]"
912,['person'],[0]
913,['car'],[2]
915,['boat'],[8]
916,['mouse'],[64]
917,['bowl'],[45]
918,"['chair', 'bottle', 'cup']","[56, 39, 41]"
921,"['bench', 'person']","[13, 0]"
922,['chair'],[56]
926,['couch'],[57]
929,['person'],[0]
937,"['chair', 'bottle', 'person', 'cup']","[56, 39, 0, 41]"
939,['bird'],[14]
941,['person'],[0]
944,['bus'],[5]
947,['bench'],[13]
948,"['umbrella', 'person', 'elephant']","[25, 0, 20]"
949,['elephant'],[20]
951,['person'],[0]
953,"['bicycle', 'car', 'person']","[1, 2, 0]"
957,"['chair', 'cat']","[56, 15]"
959,"['person', 'boat']","[0, 8]"
960,"['bench', 'car', 'person']","[13, 2, 0]"
961,['person'],[0]
963,"['umbrella', 'person', 'car']","[25, 0, 2]"
964,"['stop sign', 'person']","[11, 0]"
965,"['person', 'boat']","[0, 8]"
966,"['chair', 'banana']","[56, 46]"
967,"['umbrella', 'chair']","[25, 56]"
968,"['bench', 'person']","[13, 0]"
969,['umbrella'],[25]
971,['bench'],[13]
976,['fire hydrant'],[10]
978,['bench'],[13]
983,"['tie', 'person', 'bicycle']","[27, 0, 1]"
984,"['person', 'truck']","[0, 7]"
985,['car'],[2]
994,['person'],[0]
997,['chair'],[56]
998,"['backpack', 'suitcase', 'person']","[24, 28, 0]"
999,"['bench', 'person']","[13, 0]"
1003,['chair'],[56]
1005,['chair'],[56]
1007,['chair'],[56]
1008,"['chair', 'vase']","[56, 75]"
1016,"['person', 'airplane']","[0, 4]"
1018,"['person', 'book']","[0, 73]"
1024,"['umbrella', 'chair']","[25, 56]"
1026,"['chair', 'vase']","[56, 75]"
1027,"['chair', 'person']","[56, 0]"
1031,['boat'],[8]
1032,['person'],[0]
1033,['cake'],[55]
1034,"['pizza', 'hot dog']","[53, 52]"
1043,['bowl'],[45]
1045,"['fork', 'chair', 'knife', 'cake']","[42, 56, 43, 55]"
1050,['bottle'],[39]
1053,"['chair', 'wine glass']","[56, 40]"
1056,['person'],[0]
1057,"['bottle', 'vase', 'sink', 'bowl']","[39, 75, 71, 45]"
1060,"['chair', 'bed', 'tv', 'book']","[56, 59, 62, 73]"
1061,['bed'],[59]
1062,"['book', 'bed', 'clock', 'horse']","[73, 59, 74, 17]"
1065,"['bed', 'bowl']","[59, 45]"
1067,"['chair', 'bed', 'clock', 'tv']","[56, 59, 74, 62]"
1072,['bottle'],[39]
1077,"['bottle', 'book']","[39, 73]"
1082,['handbag'],[26]
1087,['person'],[0]
1089,['bus'],[5]
1090,['bus'],[5]
1093,['bus'],[5]
1094,['knife'],[43]
1096,"['chair', 'person', 'clock']","[56, 0, 74]"
1097,['chair'],[56]
1098,['bed'],[59]
1104,['chair'],[56]
1105,['cake'],[55]
1108,"['chair', 'keyboard']","[56, 66]"
1114,['clock'],[74]
1117,['chair'],[56]
1118,['bottle'],[39]
1122,['chair'],[56]
1123,['person'],[0]
1124,"['car', 'truck']","[2, 7]"
1125,"['chair', 'couch']","[56, 57]"
1129,['sheep'],[18]
1132,['cup'],[41]
1136,['person'],[0]
1139,['vase'],[75]
1142,['sink'],[71]
1143,"['chair', 'vase']","[56, 75]"
1144,['vase'],[75]
1145,"['bottle', 'clock']","[39, 74]"
1147,['orange'],[49]
1148,['person'],[0]
1155,['bed'],[59]
1158,['person'],[0]
1159,"['backpack', 'bottle']","[24, 39]"
1160,['person'],[0]
1162,"['chair', 'person', 'book']","[56, 0, 73]"
1164,['person'],[0]
1169,"['chair', 'apple']","[56, 47]"
1172,['chair'],[56]
1173,"['oven', 'sink', 'bowl']","[69, 71, 45]"
1178,"['sink', 'microwave']","[71, 68]"
1179,"['bottle', 'microwave', 'refrigerator', 'chair', 'oven', 'toaster']","[39, 68, 72, 56, 69, 70]"
1180,"['refrigerator', 'bottle', 'oven', 'cup']","[72, 39, 69, 41]"
1181,"['knife', 'microwave']","[43, 68]"
1184,"['refrigerator', 'sink', 'toaster']","[72, 71, 70]"
1186,"['refrigerator', 'chair', 'microwave']","[72, 56, 68]"
1187,"['bottle', 'microwave', 'bowl', 'chair', 'sink', 'oven']","[39, 68, 45, 56, 71, 69]"
1190,"['bottle', 'sink']","[39, 71]"
1191,['bottle'],[39]
1192,['bottle'],[39]
1193,['person'],[0]
1195,['chair'],[56]
1198,"['person', 'car']","[0, 2]"
1199,"['chair', 'couch']","[56, 57]"
1205,['chair'],[56]
1208,"['chair', 'bed', 'teddy bear']","[56, 59, 77]"
1212,"['person', 'clock']","[0, 74]"
1217,"['refrigerator', 'chair', 'handbag', 'clock']","[72, 56, 26, 74]"
1218,['horse'],[17]
1220,['person'],[0]
1221,['person'],[0]
1222,"['couch', 'bird']","[57, 14]"
1224,['chair'],[56]
1225,"['chair', 'wine glass', 'knife', 'person']","[56, 40, 43, 0]"
1226,"['chair', 'dining table', 'cup']","[56, 60, 41]"
1227,"['umbrella', 'person']","[25, 0]"
1234,['microwave'],[68]
1241,['bird'],[14]
1243,['horse'],[17]
1246,['backpack'],[24]
1251,"['umbrella', 'chair']","[25, 56]"
1252,['umbrella'],[25]
1253,"['umbrella', 'chair', 'person']","[25, 56, 0]"
1254,"['couch', 'person', 'tv', 'book']","[57, 0, 62, 73]"
1256,['chair'],[56]
1257,['chair'],[56]
1263,"['keyboard', 'mouse', 'chair', 'tie', 'person']","[66, 64, 56, 27, 0]"
1264,['train'],[6]
1268,['chair'],[56]
1269,['person'],[0]
1271,"['chair', 'vase', 'boat']","[56, 75, 8]"
1275,['person'],[0]
1277,['chair'],[56]
1278,['chair'],[56]
1279,['person'],[0]
1288,['chair'],[56]
1289,"['backpack', 'person']","[24, 0]"
1290,['person'],[0]
1292,['person'],[0]
1294,['sheep'],[18]
1296,"['bird', 'clock']","[14, 74]"
1299,"['chair', 'couch', 'vase']","[56, 57, 75]"
1303,"['couch', 'bed']","[57, 59]"
1306,"['chair', 'bottle']","[56, 39]"
1309,"['chair', 'bed']","[56, 59]"
1313,"['bottle', 'cup', 'sink']","[39, 41, 71]"
1314,['bowl'],[45]
1315,"['chair', 'bowl']","[56, 45]"
1316,['chair'],[56]
1319,['person'],[0]
1322,['umbrella'],[25]
1323,['person'],[0]
1324,"['traffic light', 'car', 'person']","[9, 2, 0]"
1327,['person'],[0]
1328,"['backpack', 'person']","[24, 0]"
1329,"['backpack', 'person']","[24, 0]"
1332,['person'],[0]
1335,['bench'],[13]
1336,['cup'],[41]
1337,"['fork', 'vase']","[42, 75]"
1338,"['fork', 'cup', 'knife']","[42, 41, 43]"
1341,"['spoon', 'knife']","[44, 43]"
1342,"['fork', 'person']","[42, 0]"
1343,"['fork', 'wine glass', 'knife', 'elephant']","[42, 40, 43, 20]"
1344,"['spoon', 'vase', 'cup', 'fork', 'cake', 'chair']","[44, 75, 41, 42, 55, 56]"
1345,"['sandwich', 'bottle', 'spoon', 'cup', 'fork', 'knife']","[48, 39, 44, 41, 42, 43]"
1346,"['bottle', 'cup', 'fork', 'bowl', 'knife']","[39, 41, 42, 45, 43]"
1347,['cup'],[41]
1348,"['spoon', 'hot dog', 'fork', 'bowl', 'knife']","[44, 52, 42, 45, 43]"
1351,"['fork', 'spoon', 'bowl']","[42, 44, 45]"
1353,"['fork', 'knife', 'bowl']","[42, 43, 45]"
1354,"['vase', 'cup']","[75, 41]"
1355,"['fork', 'spoon', 'knife', 'bowl']","[42, 44, 43, 45]"
1358,"['fork', 'knife']","[42, 43]"
1360,"['chair', 'bottle', 'vase', 'sink']","[56, 39, 75, 71]"
1362,"['vase', 'microwave', 'bowl', 'refrigerator', 'oven']","[75, 68, 45, 72, 69]"
1363,['boat'],[8]
1365,['book'],[73]
1366,['bed'],[59]
1367,"['chair', 'vase']","[56, 75]"
1368,"['scissors', 'couch', 'tv']","[76, 57, 62]"
1370,['horse'],[17]
1372,['tie'],[27]
1374,['person'],[0]
1377,"['chair', 'person', 'cup']","[56, 0, 41]"
1378,"['chair', 'bed']","[56, 59]"
1380,"['car', 'truck']","[2, 7]"
1382,"['person', 'car', 'truck']","[0, 2, 7]"
1383,"['bench', 'car']","[13, 2]"
1384,['traffic light'],[9]
1385,['car'],[2]
1388,"['keyboard', 'mouse']","[66, 64]"
1391,"['clock', 'chair', 'cup']","[74, 56, 41]"
1392,"['chair', 'mouse']","[56, 64]"
1393,['keyboard'],[66]
1394,"['keyboard', 'mouse']","[66, 64]"
1396,"['chair', 'keyboard', 'mouse']","[56, 66, 64]"
1399,"['backpack', 'chair', 'keyboard']","[24, 56, 66]"
1401,"['couch', 'bench', 'cup', 'person']","[57, 13, 41, 0]"
